,aha_id,appointment_booking,correction_notes,description,doctors_url,full_scorecard_url,high_performing_in_specialty,hospital_id,input_location,input_location_distance,location,name,phone,photo,photo_thumbnail,ranking,scores,sponsored,title,url
8,6932810,,[],"Scripps Mercy Hospital in San Diego, CA is not nationally ranked in any specialty.",/best-hospitals/area/ca/scripps-mercy-hospital-6932810/doctors?specialty_urlname=nephrology,/best-hospitals/area/ca/scripps-mercy-hospital-6932810/nephrology,,6932810,,,"{'city': 'San Diego', 'state': {'abbreviation': 'CA', 'name': 'California'}, 'zip_code': '92103-2105', 'geolocation': {'lat': 32.7515, 'lon': -117.16}, 'address': '4077 Fifth Avenue'}",Scripps Mercy Hospital,(619) 294-8111,https://www.usnews.com/dims4/USNEWS/a07bcff/17177859217/resize/200x150^/crop/200x150+0.0+0/quality/85/?url=http%3A%2F%2Fwww.usnews.com%2Fstatic%2Fhospitalmedia%2Fbf%2Fbfdf4f3b-2959-4da2-be52-73ee6b8fd556.jpeg,https://www.usnews.com/dims4/USNEWS/ec9b2b1/17177859217/resize/90x90^/crop/90x90+15.0+0/quality/85/?url=http%3A%2F%2Fwww.usnews.com%2Fstatic%2Fhospitalmedia%2Fbf%2Fbfdf4f3b-2959-4da2-be52-73ee6b8fd556.jpeg,"{'specialty_id': 'IHQNEPH', 'specialty_name': 'Nephrology', 'type': 'adult'}","[{'score': '44.8/100', 'title': 'Nephrology Score'}]",False,,/best-hospitals/area/ca/scripps-mercy-hospital-6932810
9,6390691,,[],"St. Vincent's Medical Center Clay County in Middleburg, FL is not nationally ranked in any specialty.",/best-hospitals/area/fl/st-vincents-medical-center-clay-county-6390691/doctors?specialty_urlname=nephrology,/best-hospitals/area/fl/st-vincents-medical-center-clay-county-6390691/nephrology,,6390691,,,"{'city': 'Middleburg', 'state': {'abbreviation': 'FL', 'name': 'Florida'}, 'zip_code': '32068-8427', 'geolocation': {'lat': 30.1089, 'lon': -81.8324}, 'address': ""1670 St. Vincent's Way""}",St. Vincent's Medical Center Clay County,(904) 602-1000,,,"{'specialty_id': 'IHQNEPH', 'specialty_name': 'Nephrology', 'type': 'adult'}","[{'score': '44.8/100', 'title': 'Nephrology Score'}]",False,,/best-hospitals/area/fl/st-vincents-medical-center-clay-county-6390691
0,6350400,,[],"St. Mary's Medical Center-Huntington in Huntington, WV is not nationally ranked in any specialty.",/best-hospitals/area/wv/st-marys-medical-center-6350400/doctors?specialty_urlname=nephrology,/best-hospitals/area/wv/st-marys-medical-center-6350400/nephrology,,6350400,,,"{'city': 'Huntington', 'state': {'abbreviation': 'WV', 'name': 'West Virginia'}, 'zip_code': '25702-1272', 'geolocation': {'lat': 38.4324, 'lon': -82.4007}, 'address': '2900 First Avenue'}",St. Mary's Medical Center-Huntington,(304) 526-1234,,,"{'specialty_id': 'IHQNEPH', 'specialty_name': 'Nephrology', 'type': 'adult'}","[{'score': '44.7/100', 'title': 'Nephrology Score'}]",False,,/best-hospitals/area/wv/st-marys-medical-center-6350400
1,6233400,,[],"Chester County Hospital in West Chester, PA is not nationally ranked in any specialty.",/best-hospitals/area/pa/chester-county-hospital-6233400/doctors?specialty_urlname=nephrology,/best-hospitals/area/pa/chester-county-hospital-6233400/nephrology,,6233400,,,"{'city': 'West Chester', 'state': {'abbreviation': 'PA', 'name': 'Pennsylvania'}, 'zip_code': '19380-4412', 'geolocation': {'lat': 39.971, 'lon': -75.6025}, 'address': '701 East Marshall Street'}",Chester County Hospital,(610) 431-5000,,,"{'specialty_id': 'IHQNEPH', 'specialty_name': 'Nephrology', 'type': 'adult'}","[{'score': '44.6/100', 'title': 'Nephrology Score'}]",False,,/best-hospitals/area/pa/chester-county-hospital-6233400
2,6933488,,[],"Henry Mayo Newhall Hospital in Valencia, CA is not nationally ranked in any specialty.",/best-hospitals/area/ca/henry-mayo-newhall-memorial-hospital-6933488/doctors?specialty_urlname=nephrology,/best-hospitals/area/ca/henry-mayo-newhall-memorial-hospital-6933488/nephrology,,6933488,,,"{'city': 'Valencia', 'state': {'abbreviation': 'CA', 'name': 'California'}, 'zip_code': '91355-2083', 'geolocation': {'lat': 34.4167, 'lon': -118.562}, 'address': '23845 McBean Parkway'}",Henry Mayo Newhall Hospital,(661) 200-2000,,,"{'specialty_id': 'IHQNEPH', 'specialty_name': 'Nephrology', 'type': 'adult'}","[{'score': '44.4/100', 'title': 'Nephrology Score'}]",False,,/best-hospitals/area/ca/henry-mayo-newhall-memorial-hospital-6933488
3,6220435,,[],"Jersey City Medical Center in Jersey City, NJ is not nationally ranked in any specialty.",/best-hospitals/area/nj/jersey-city-medical-center-6220435/doctors?specialty_urlname=nephrology,/best-hospitals/area/nj/jersey-city-medical-center-6220435/nephrology,,6220435,,,"{'city': 'Jersey City', 'state': {'abbreviation': 'NJ', 'name': 'New Jersey'}, 'zip_code': '07302', 'geolocation': {'lat': 40.7166288, 'lon': -74.0501232}, 'address': '355 Grand Street'}",Jersey City Medical Center,(201) 915-2000,,,"{'specialty_id': 'IHQNEPH', 'specialty_name': 'Nephrology', 'type': 'adult'}","[{'score': '44.4/100', 'title': 'Nephrology Score'}]",False,,/best-hospitals/area/nj/jersey-city-medical-center-6220435
4,6720631,"{'url': 'https://digital.ochsner.org/schedule?utm_source=DOXIMITY&utm_medium=PATIENTCONNECT&utm_campaign=DOXIMITY', 'campaign_id': 'Ochsner', 'phone': '866-389-3471', 'contact_phone_override': None, 'partner': 'callrail', 'id': '6720631', 'profile_phone_override': None}",[],"Ochsner Medical Center in New Orleans, LA is nationally ranked in 2 adult specialties and 2 pediatric specialties.",/best-hospitals/area/la/ochsner-medical-center-6720631/doctors?specialty_urlname=nephrology,/best-hospitals/area/la/ochsner-medical-center-6720631/nephrology,,6720631,,,"{'city': 'New Orleans', 'state': {'abbreviation': 'LA', 'name': 'Louisiana'}, 'zip_code': '70121-2429', 'geolocation': {'lat': 29.9612, 'lon': -90.1456}, 'address': '1514 Jefferson Highway'}",Ochsner Medical Center,(504) 842-3000,,,"{'specialty_id': 'IHQNEPH', 'specialty_name': 'Nephrology', 'type': 'adult'}","[{'score': '44.4/100', 'title': 'Nephrology Score'}]",False,,/best-hospitals/area/la/ochsner-medical-center-6720631
5,6320610,,[],"University of Maryland Capital Region Health Prince George's Hospital Center in Cheverly, MD is not nationally ranked in any specialty.",/best-hospitals/area/md/prince-georges-hospital-center-6320610/doctors?specialty_urlname=nephrology,/best-hospitals/area/md/prince-georges-hospital-center-6320610/nephrology,,6320610,,,"{'city': 'Cheverly', 'state': {'abbreviation': 'MD', 'name': 'Maryland'}, 'zip_code': '20785-1189', 'geolocation': {'lat': 38.9309, 'lon': -76.921}, 'address': '3001 Hospital Drive'}",University of Maryland Capital Region Health Prince George's Hospital Center,(301) 618-2000,,,"{'specialty_id': 'IHQNEPH', 'specialty_name': 'Nephrology', 'type': 'adult'}","[{'score': '44.4/100', 'title': 'Nephrology Score'}]",False,,/best-hospitals/area/md/prince-georges-hospital-center-6320610
6,6233550,,[],"WellSpan York Hospital in York, PA is not nationally ranked in any specialty.",/best-hospitals/area/pa/wellspan-york-hospital-6233550/doctors?specialty_urlname=nephrology,/best-hospitals/area/pa/wellspan-york-hospital-6233550/nephrology,,6233550,,,"{'city': 'York', 'state': {'abbreviation': 'PA', 'name': 'Pennsylvania'}, 'zip_code': '17403-3645', 'geolocation': {'lat': 39.9459, 'lon': -76.7184}, 'address': '1001 South George Street'}",WellSpan York Hospital,(717) 851-2345,,,"{'specialty_id': 'IHQNEPH', 'specialty_name': 'Nephrology', 'type': 'adult'}","[{'score': '44.4/100', 'title': 'Nephrology Score'}]",False,,/best-hospitals/area/pa/wellspan-york-hospital-6233550
7,6431920,,[],"Amita Health Adventist Medical Center-Hinsdale in Hinsdale, IL is not nationally ranked in any specialty.",/best-hospitals/area/il/adventist-hinsdale-hospital-6431920/doctors?specialty_urlname=nephrology,/best-hospitals/area/il/adventist-hinsdale-hospital-6431920/nephrology,,6431920,,,"{'city': 'Hinsdale', 'state': {'abbreviation': 'IL', 'name': 'Illinois'}, 'zip_code': '60521-3890', 'geolocation': {'lat': 41.8056, 'lon': -87.9207}, 'address': '120 North Oak Street'}",Amita Health Adventist Medical Center-Hinsdale,(630) 856-6001,,,"{'specialty_id': 'IHQNEPH', 'specialty_name': 'Nephrology', 'type': 'adult'}","[{'score': '44.3/100', 'title': 'Nephrology Score'}]",False,,/best-hospitals/area/il/adventist-hinsdale-hospital-6431920
8,6440087,,[],"St. Joseph Mercy Ann Arbor Hospital in Ypsilanti, MI is not nationally ranked in any specialty.",/best-hospitals/area/mi/st-joseph-mercy-ann-arbor-hospital-6440087/doctors?specialty_urlname=nephrology,/best-hospitals/area/mi/st-joseph-mercy-ann-arbor-hospital-6440087/nephrology,,6440087,,,"{'city': 'Ypsilanti', 'state': {'abbreviation': 'MI', 'name': 'Michigan'}, 'zip_code': '48197-1051', 'geolocation': {'lat': 42.2647, 'lon': -83.6548}, 'address': '5301 Mcauley Drive'}",St. Joseph Mercy Ann Arbor Hospital,(734) 712-3456,,,"{'specialty_id': 'IHQNEPH', 'specialty_name': 'Nephrology', 'type': 'adult'}","[{'score': '44.3/100', 'title': 'Nephrology Score'}]",False,,/best-hospitals/area/mi/st-joseph-mercy-ann-arbor-hospital-6440087
9,6860378,,[],"Banner Boswell Medical Center in Sun City, AZ is not nationally ranked in any specialty.",/best-hospitals/area/az/banner-boswell-medical-center-6860378/doctors?specialty_urlname=nephrology,/best-hospitals/area/az/banner-boswell-medical-center-6860378/nephrology,,6860378,,,"{'city': 'Sun City', 'state': {'abbreviation': 'AZ', 'name': 'Arizona'}, 'zip_code': '85351-3004', 'geolocation': {'lat': 33.6037, 'lon': -112.284}, 'address': '10401 West Thunderbird Blvd'}",Banner Boswell Medical Center,(623) 832-4000,,,"{'specialty_id': 'IHQNEPH', 'specialty_name': 'Nephrology', 'type': 'adult'}","[{'score': '44.2/100', 'title': 'Nephrology Score'}]",False,,/best-hospitals/area/az/banner-boswell-medical-center-6860378
0,6520785,,[],"Methodist Hospitals of Memphis in Memphis, TN is nationally ranked in 8 pediatric specialties.",/best-hospitals/area/tn/methodist-hospitals-of-memphis-6520785/doctors?specialty_urlname=nephrology,/best-hospitals/area/tn/methodist-hospitals-of-memphis-6520785/nephrology,,6520785,,,"{'city': 'Memphis', 'state': {'abbreviation': 'TN', 'name': 'Tennessee'}, 'zip_code': '38104-3415', 'geolocation': {'lat': 35.1368, 'lon': -90.0194}, 'address': '1265 Union Avenue'}",Methodist Hospitals of Memphis,(901) 516-7000,https://www.usnews.com/dims4/USNEWS/7982afa/17177859217/resize/200x150^/crop/200x150+0.0+0/quality/85/?url=http%3A%2F%2Fwww.usnews.com%2Fstatic%2Fhospitalmedia%2F20%2F20856a81-3a23-445f-9a14-cffaa09fb338.jpeg,https://www.usnews.com/dims4/USNEWS/ee35c13/17177859217/resize/90x90^/crop/90x90+15.0+0/quality/85/?url=http%3A%2F%2Fwww.usnews.com%2Fstatic%2Fhospitalmedia%2F20%2F20856a81-3a23-445f-9a14-cffaa09fb338.jpeg,"{'specialty_id': 'IHQNEPH', 'specialty_name': 'Nephrology', 'type': 'adult'}","[{'score': '44.2/100', 'title': 'Nephrology Score'}]",False,,/best-hospitals/area/tn/methodist-hospitals-of-memphis-6520785
1,6390053,,[],"St. Joseph's Hospital-Tampa in Tampa, FL is not nationally ranked in any specialty.",/best-hospitals/area/fl/st-josephs-hospital-6390053/doctors?specialty_urlname=nephrology,/best-hospitals/area/fl/st-josephs-hospital-6390053/nephrology,,6390053,,,"{'city': 'Tampa', 'state': {'abbreviation': 'FL', 'name': 'Florida'}, 'zip_code': '33607-6387', 'geolocation': {'lat': 27.9815, 'lon': -82.4891}, 'address': '3001 West Martin Luther King Jr. Boulevard'}",St. Joseph's Hospital-Tampa,(813) 870-4000,,,"{'specialty_id': 'IHQNEPH', 'specialty_name': 'Nephrology', 'type': 'adult'}","[{'score': '44.2/100', 'title': 'Nephrology Score'}]",False,,/best-hospitals/area/fl/st-josephs-hospital-6390053
2,6360440,,[],"Duke Regional Hospital in Durham, NC is not nationally ranked in any specialty.",/best-hospitals/area/nc/duke-regional-hospital-6360440/doctors?specialty_urlname=nephrology,/best-hospitals/area/nc/duke-regional-hospital-6360440/nephrology,,6360440,,,"{'city': 'Durham', 'state': {'abbreviation': 'NC', 'name': 'North Carolina'}, 'zip_code': '27704-2763', 'geolocation': {'lat': 36.0368042, 'lon': -78.9002343}, 'address': '3643 North Roxboro Street'}",Duke Regional Hospital,(919) 470-4000,https://www.usnews.com/dims4/USNEWS/74b6412/17177859217/resize/200x150^/crop/200x150+0.0+0/quality/85/?url=http%3A%2F%2Fwww.usnews.com%2Fstatic%2Fhospitalmedia%2F30%2F3009fad0-3ad5-4240-9ef4-233d7fef8ab2.jpeg,https://www.usnews.com/dims4/USNEWS/2a46447/17177859217/resize/90x90^/crop/90x90+15.0+0/quality/85/?url=http%3A%2F%2Fwww.usnews.com%2Fstatic%2Fhospitalmedia%2F30%2F3009fad0-3ad5-4240-9ef4-233d7fef8ab2.jpeg,"{'specialty_id': 'IHQNEPH', 'specialty_name': 'Nephrology', 'type': 'adult'}","[{'score': '44.1/100', 'title': 'Nephrology Score'}]",False,,/best-hospitals/area/nc/duke-regional-hospital-6360440
3,6411560,,[],"St. Rita's Medical Center in Lima, OH is not nationally ranked in any specialty.",/best-hospitals/area/oh/st-ritas-medical-center-6411560/doctors?specialty_urlname=nephrology,/best-hospitals/area/oh/st-ritas-medical-center-6411560/nephrology,,6411560,,,"{'city': 'Lima', 'state': {'abbreviation': 'OH', 'name': 'Ohio'}, 'zip_code': '45801-4602', 'geolocation': {'lat': 40.7407, 'lon': -84.1181}, 'address': '730 West Market Street'}",St. Rita's Medical Center,(419) 227-3361,,,"{'specialty_id': 'IHQNEPH', 'specialty_name': 'Nephrology', 'type': 'adult'}","[{'score': '44.1/100', 'title': 'Nephrology Score'}]",False,,/best-hospitals/area/oh/st-ritas-medical-center-6411560
4,6870141,,[],"Intermountain Medical Center in Murray, UT is nationally ranked in 1 adult specialty.",/best-hospitals/area/ut/intermountain-medical-center-6870141/doctors?specialty_urlname=nephrology,/best-hospitals/area/ut/intermountain-medical-center-6870141/nephrology,,6870141,,,"{'city': 'Murray', 'state': {'abbreviation': 'UT', 'name': 'Utah'}, 'zip_code': '84107-5701', 'geolocation': {'lat': 40.6593, 'lon': -111.892}, 'address': '5121 South Cottonwood Street'}",Intermountain Medical Center,(801) 507-7000,https://www.usnews.com/dims4/USNEWS/7bec62f/17177859217/resize/200x150^/crop/200x150+0+0.5/quality/85/?url=http%3A%2F%2Fwww.usnews.com%2Fstatic%2Fhospitalmedia%2F59%2F598975a0-814f-4c9b-a340-163708da90d9.jpeg,https://www.usnews.com/dims4/USNEWS/10e4b34/17177859217/resize/90x90^/crop/90x90+15.0+0/quality/85/?url=http%3A%2F%2Fwww.usnews.com%2Fstatic%2Fhospitalmedia%2F59%2F598975a0-814f-4c9b-a340-163708da90d9.jpeg,"{'specialty_id': 'IHQNEPH', 'specialty_name': 'Nephrology', 'type': 'adult'}","[{'score': '44.0/100', 'title': 'Nephrology Score'}]",False,,/best-hospitals/area/ut/intermountain-medical-center-6870141
5,6140428,,[],"Lowell General Hospital in Lowell, MA is not nationally ranked in any specialty.",/best-hospitals/area/ma/lowell-general-hospital-6140428/doctors?specialty_urlname=nephrology,/best-hospitals/area/ma/lowell-general-hospital-6140428/nephrology,,6140428,,,"{'city': 'Lowell', 'state': {'abbreviation': 'MA', 'name': 'Massachusetts'}, 'zip_code': '01854-2134', 'geolocation': {'lat': 42.6477, 'lon': -71.3423}, 'address': '295 Varnum Avenue'}",Lowell General Hospital,(978) 937-6000,,,"{'specialty_id': 'IHQNEPH', 'specialty_name': 'Nephrology', 'type': 'adult'}","[{'score': '44.0/100', 'title': 'Nephrology Score'}]",False,,/best-hospitals/area/ma/lowell-general-hospital-6140428
6,6741018,,[],"Methodist Dallas Medical Center in Dallas, TX is not nationally ranked in any specialty.",/best-hospitals/area/tx/methodist-dallas-medical-center-6741018/doctors?specialty_urlname=nephrology,/best-hospitals/area/tx/methodist-dallas-medical-center-6741018/nephrology,,6741018,,,"{'city': 'Dallas', 'state': {'abbreviation': 'TX', 'name': 'Texas'}, 'zip_code': '75203-1201', 'geolocation': {'lat': 32.7604, 'lon': -96.8258}, 'address': '1441 North Beckley Avenue'}",Methodist Dallas Medical Center,(214) 947-8181,https://www.usnews.com/dims4/USNEWS/eeadbe8/17177859217/resize/200x150^/crop/200x150+0.0+0/quality/85/?url=http%3A%2F%2Fwww.usnews.com%2Fstatic%2Fhospitalmedia%2Ff0%2Ff0b55477-4aaa-4cb6-93de-641858dbe65b.jpg,https://www.usnews.com/dims4/USNEWS/d3272af/17177859217/resize/90x90^/crop/90x90+15.0+0/quality/85/?url=http%3A%2F%2Fwww.usnews.com%2Fstatic%2Fhospitalmedia%2Ff0%2Ff0b55477-4aaa-4cb6-93de-641858dbe65b.jpg,"{'specialty_id': 'IHQNEPH', 'specialty_name': 'Nephrology', 'type': 'adult'}","[{'score': '43.9/100', 'title': 'Nephrology Score'}]",False,,/best-hospitals/area/tx/methodist-dallas-medical-center-6741018
7,6743122,,[],"Methodist Hospital-San Antonio in San Antonio, TX is not nationally ranked in any specialty.",/best-hospitals/area/tx/methodist-hospital-6743122/doctors?specialty_urlname=nephrology,/best-hospitals/area/tx/methodist-hospital-6743122/nephrology,,6743122,,,"{'city': 'San Antonio', 'state': {'abbreviation': 'TX', 'name': 'Texas'}, 'zip_code': '78229-3993', 'geolocation': {'lat': 29.5079, 'lon': -98.5722}, 'address': '7700 Floyd Curl Drive'}",Methodist Hospital-San Antonio,(210) 575-4000,,,"{'specialty_id': 'IHQNEPH', 'specialty_name': 'Nephrology', 'type': 'adult'}","[{'score': '43.9/100', 'title': 'Nephrology Score'}]",False,,/best-hospitals/area/tx/methodist-hospital-6743122
8,6742025,,[],"West Houston Medical Center in Houston, TX is not nationally ranked in any specialty.",/best-hospitals/area/tx/west-houston-medical-center-6742025/doctors?specialty_urlname=nephrology,/best-hospitals/area/tx/west-houston-medical-center-6742025/nephrology,,6742025,,,"{'city': 'Houston', 'state': {'abbreviation': 'TX', 'name': 'Texas'}, 'zip_code': '77082-2499', 'geolocation': {'lat': 29.7294, 'lon': -95.5947}, 'address': '12141 Richmond Avenue'}",West Houston Medical Center,(281) 558-3444,,,"{'specialty_id': 'IHQNEPH', 'specialty_name': 'Nephrology', 'type': 'adult'}","[{'score': '43.9/100', 'title': 'Nephrology Score'}]",False,,/best-hospitals/area/tx/west-houston-medical-center-6742025
9,6432413,,[],"Advocate Christ Medical Center in Oak Lawn, IL is nationally ranked in 1 pediatric specialty.",/best-hospitals/area/il/advocate-christ-medical-center-6432413/doctors?specialty_urlname=nephrology,/best-hospitals/area/il/advocate-christ-medical-center-6432413/nephrology,,6432413,,,"{'city': 'Oak Lawn', 'state': {'abbreviation': 'IL', 'name': 'Illinois'}, 'zip_code': '60453-2699', 'geolocation': {'lat': 41.7219, 'lon': -87.7328}, 'address': '4440 West 95th Street'}",Advocate Christ Medical Center,(708) 684-8000,,,"{'specialty_id': 'IHQNEPH', 'specialty_name': 'Nephrology', 'type': 'adult'}","[{'score': '43.8/100', 'title': 'Nephrology Score'}]",False,,/best-hospitals/area/il/advocate-christ-medical-center-6432413
0,6660005,,[],"Nebraska Medicine-Nebraska Medical Center in Omaha, NE is nationally ranked in 1 adult specialty.",/best-hospitals/area/ne/nebraska-medical-center-6660005/doctors?specialty_urlname=nephrology,/best-hospitals/area/ne/nebraska-medical-center-6660005/nephrology,,6660005,,,"{'city': 'Omaha', 'state': {'abbreviation': 'NE', 'name': 'Nebraska'}, 'zip_code': '68105', 'geolocation': {'lat': 41.2564714, 'lon': -95.9775457}, 'address': '4350 Dewey Ave.'}",Nebraska Medicine-Nebraska Medical Center,(800) 922-0000,https://www.usnews.com/dims4/USNEWS/094c6c7/17177859217/resize/200x150^/crop/200x150+0.0+0/quality/85/?url=http%3A%2F%2Fwww.usnews.com%2Fstatic%2Fhospitalmedia%2Fca%2Fcada39f6-64f9-46e4-9c88-6f77e79723ce.jpeg,https://www.usnews.com/dims4/USNEWS/8515c5c/17177859217/resize/90x90^/crop/90x90+15.0+0/quality/85/?url=http%3A%2F%2Fwww.usnews.com%2Fstatic%2Fhospitalmedia%2Fca%2Fcada39f6-64f9-46e4-9c88-6f77e79723ce.jpeg,"{'specialty_id': 'IHQNEPH', 'specialty_name': 'Nephrology', 'type': 'adult'}","[{'score': '43.8/100', 'title': 'Nephrology Score'}]",False,,/best-hospitals/area/ne/nebraska-medical-center-6660005
1,6214330,,[],"Strong Memorial Hospital of the University of Rochester in Rochester, NY is nationally ranked in 2 pediatric specialties.",/best-hospitals/area/ny/university-of-rochester-medical-center-6214330/doctors?specialty_urlname=nephrology,/best-hospitals/area/ny/university-of-rochester-medical-center-6214330/nephrology,,6214330,,,"{'city': 'Rochester', 'state': {'abbreviation': 'NY', 'name': 'New York'}, 'zip_code': '14642-0002', 'geolocation': {'lat': 43.1231, 'lon': -77.625}, 'address': '601 Elmwood Avenue'}",Strong Memorial Hospital of the University of Rochester,(585) 275-2100,https://www.usnews.com/dims4/USNEWS/9c2784d/17177859217/resize/200x150^/crop/200x150+0.0+0/quality/85/?url=http%3A%2F%2Fwww.usnews.com%2Fstatic%2Fhospitalmedia%2F8f%2F8f920ec0-3764-47cf-8cb6-defd31ee2fed.jpg,https://www.usnews.com/dims4/USNEWS/7f79602/17177859217/resize/90x90^/crop/90x90+15.0+0/quality/85/?url=http%3A%2F%2Fwww.usnews.com%2Fstatic%2Fhospitalmedia%2F8f%2F8f920ec0-3764-47cf-8cb6-defd31ee2fed.jpg,"{'specialty_id': 'IHQNEPH', 'specialty_name': 'Nephrology', 'type': 'adult'}","[{'score': '43.8/100', 'title': 'Nephrology Score'}]",False,,/best-hospitals/area/ny/university-of-rochester-medical-center-6214330
2,6340400,,[],"Inova Loudoun Hospital in Leesburg, VA is not nationally ranked in any specialty.",/best-hospitals/area/va/inova-loudoun-hospital-6340400/doctors?specialty_urlname=nephrology,/best-hospitals/area/va/inova-loudoun-hospital-6340400/nephrology,,6340400,,,"{'city': 'Leesburg', 'state': {'abbreviation': 'VA', 'name': 'Virginia'}, 'zip_code': '20176-5101', 'geolocation': {'lat': 39.074, 'lon': -77.4775}, 'address': '44045 Riverside Parkway'}",Inova Loudoun Hospital,(703) 858-6000,https://www.usnews.com/dims4/USNEWS/dbc6064/17177859217/resize/200x150^/crop/200x150+0.0+0/quality/85/?url=http%3A%2F%2Fwww.usnews.com%2Fstatic%2Fhospitalmedia%2Fb0%2Fb07d7033-de43-40ab-a3f6-5e0be6e3cd4d.jpeg,https://www.usnews.com/dims4/USNEWS/14b3486/17177859217/resize/90x90^/crop/90x90+15.0+0/quality/85/?url=http%3A%2F%2Fwww.usnews.com%2Fstatic%2Fhospitalmedia%2Fb0%2Fb07d7033-de43-40ab-a3f6-5e0be6e3cd4d.jpeg,"{'specialty_id': 'IHQNEPH', 'specialty_name': 'Nephrology', 'type': 'adult'}","[{'score': '43.7/100', 'title': 'Nephrology Score'}]",False,,/best-hospitals/area/va/inova-loudoun-hospital-6340400
3,6141530,,[],"Newton-Wellesley Hospital in Newton Lower Falls, MA is not nationally ranked in any specialty.",/best-hospitals/area/ma/newton-wellesley-hospital-6141530/doctors?specialty_urlname=nephrology,/best-hospitals/area/ma/newton-wellesley-hospital-6141530/nephrology,,6141530,,,"{'city': 'Newton Lower Falls', 'state': {'abbreviation': 'MA', 'name': 'Massachusetts'}, 'zip_code': '02462-1699', 'geolocation': {'lat': 42.3306, 'lon': -71.2464}, 'address': '2014 Washington Street'}",Newton-Wellesley Hospital,(617) 243-6000,,,"{'specialty_id': 'IHQNEPH', 'specialty_name': 'Nephrology', 'type': 'adult'}","[{'score': '43.7/100', 'title': 'Nephrology Score'}]",False,,/best-hospitals/area/ma/newton-wellesley-hospital-6141530
4,6390105,,[],"Doctors Hospital-Coral Gables in Coral Gables, FL is not nationally ranked in any specialty.",/best-hospitals/area/fl/doctors-hospital-6390105/doctors?specialty_urlname=nephrology,/best-hospitals/area/fl/doctors-hospital-6390105/nephrology,,6390105,,,"{'city': 'Coral Gables', 'state': {'abbreviation': 'FL', 'name': 'Florida'}, 'zip_code': '33146-2094', 'geolocation': {'lat': 25.7243, 'lon': -80.2742}, 'address': '5000 University Drive'}",Doctors Hospital-Coral Gables,(786) 308-3000,https://www.usnews.com/dims4/USNEWS/a8000d7/17177859217/resize/200x150^/crop/200x150+0+0.5/quality/85/?url=http%3A%2F%2Fwww.usnews.com%2Fstatic%2Fhospitalmedia%2F1f%2F1f76882d-8f68-4d8a-9d95-d02f4ee11a6d.jpeg,https://www.usnews.com/dims4/USNEWS/cf9978c/17177859217/resize/90x90^/crop/90x90+15.0+0/quality/85/?url=http%3A%2F%2Fwww.usnews.com%2Fstatic%2Fhospitalmedia%2F1f%2F1f76882d-8f68-4d8a-9d95-d02f4ee11a6d.jpeg,"{'specialty_id': 'IHQNEPH', 'specialty_name': 'Nephrology', 'type': 'adult'}","[{'score': '43.6/100', 'title': 'Nephrology Score'}]",False,,/best-hospitals/area/fl/doctors-hospital-6390105
5,6340290,,[],"Mary Washington Hospital in Fredericksburg, VA is not nationally ranked in any specialty.",/best-hospitals/area/va/mary-washington-hospital-6340290/doctors?specialty_urlname=nephrology,/best-hospitals/area/va/mary-washington-hospital-6340290/nephrology,,6340290,,,"{'city': 'Fredericksburg', 'state': {'abbreviation': 'VA', 'name': 'Virginia'}, 'zip_code': '22401-3354', 'geolocation': {'lat': 38.3109, 'lon': -77.4832}, 'address': '1001 Sam Perry Boulevard'}",Mary Washington Hospital,(540) 741-1100,,,"{'specialty_id': 'IHQNEPH', 'specialty_name': 'Nephrology', 'type': 'adult'}","[{'score': '43.6/100', 'title': 'Nephrology Score'}]",False,,/best-hospitals/area/va/mary-washington-hospital-6340290
6,6810020,,[],"Billings Clinic in Billings, MT is not nationally ranked in any specialty.",/best-hospitals/area/mt/billings-clinic-6810020/doctors?specialty_urlname=nephrology,/best-hospitals/area/mt/billings-clinic-6810020/nephrology,,6810020,,,"{'city': 'Billings', 'state': {'abbreviation': 'MT', 'name': 'Montana'}, 'zip_code': '59101-0703', 'geolocation': {'lat': 45.7896, 'lon': -108.513}, 'address': '2800 10th Avenue North'}",Billings Clinic,(406) 657-4000,,,"{'specialty_id': 'IHQNEPH', 'specialty_name': 'Nephrology', 'type': 'adult'}","[{'score': '43.5/100', 'title': 'Nephrology Score'}]",False,,/best-hospitals/area/mt/billings-clinic-6810020
7,6410010,,[],"Cleveland Clinic Akron General in Akron, OH is not nationally ranked in any specialty.",/best-hospitals/area/oh/akron-general-medical-center-6410010/doctors?specialty_urlname=nephrology,/best-hospitals/area/oh/akron-general-medical-center-6410010/nephrology,,6410010,,,"{'city': 'Akron', 'state': {'abbreviation': 'OH', 'name': 'Ohio'}, 'zip_code': '44307-2433', 'geolocation': {'lat': 41.0783, 'lon': -81.5325}, 'address': 'One Akron General Avenue'}",Cleveland Clinic Akron General,(330) 344-6000,,,"{'specialty_id': 'IHQNEPH', 'specialty_name': 'Nephrology', 'type': 'adult'}","[{'score': '43.5/100', 'title': 'Nephrology Score'}]",False,,/best-hospitals/area/oh/akron-general-medical-center-6410010
